CustomerID,Age,Gender,Payment Method,Churn
652,67,Female,Cash,0
653,59,Female,Cash,0
654,46,Female,Cash,0
655,58,Female,Cash,0
656,38,Female,Cash,0
657,38,Female,Cash,0
658,68,Female,Cash,0
659,65,Female,Cash,0
660,62,Female,Cash,0
661,46,Female,Cash,0
662,18,Female,Cash,0
663,47,Female,Cash,0
664,38,Female,Cash,0
665,33,Female,Cash,0
666,59,Female,Cash,0
667,63,Female,Cash,0
668,64,Female,Cash,0
669,53,Female,Cash,0
670,70,Female,Cash,0
671,45,Female,Cash,0
672,58,Female,Cash,0
673,21,Female,Cash,0
674,47,Female,Cash,0
675,62,Female,Cash,0
676,67,Female,Cash,0
677,32,Female,Cash,0
678,64,Female,Cash,0
679,50,Female,Cash,0
680,57,Female,Cash,0
681,24,Female,Cash,0
682,29,Female,Cash,0
683,47,Female,Cash,0
684,22,Female,Cash,0
685,35,Female,Cash,0
686,28,Female,Cash,0
687,56,Female,Cash,0
688,51,Female,Cash,0
689,54,Female,Cash,0
690,45,Female,Cash,0
691,62,Female,Cash,0
692,37,Female,Cash,0
693,60,Female,Cash,0
694,48,Female,Cash,0
695,40,Female,Cash,0
696,60,Female,Cash,0
697,21,Female,Cash,0
698,42,Female,Cash,0
699,42,Female,Cash,0
700,23,Female,Cash,0
701,28,Female,Cash,0
702,48,Female,Cash,0
703,40,Female,Cash,0
704,21,Female,Cash,0
705,41,Female,Cash,0
706,27,Female,Cash,0
707,48,Female,Cash,0
708,44,Female,Cash,0
709,57,Female,Cash,0
710,65,Female,Cash,0
711,59,Female,Cash,0
712,45,Female,Cash,0
713,64,Female,Cash,0
714,26,Female,Cash,0
715,34,Female,Cash,0
716,35,Female,Cash,0
717,49,Female,Cash,0
718,33,Female,Cash,0
719,34,Female,Cash,0
720,57,Female,Cash,0
721,28,Female,Cash,0
722,65,Female,Cash,0
723,46,Female,Cash,0
724,30,Female,Cash,0
725,45,Female,Cash,0
726,22,Female,Cash,0
727,34,Female,Cash,0
728,50,Female,Cash,0
729,61,Female,Cash,0
730,35,Female,Cash,0
731,48,Female,Cash,0
732,19,Female,Cash,0
733,67,Female,Cash,0
734,21,Female,Cash,0
735,37,Female,Cash,0
736,25,Female,Cash,0
737,33,Female,Cash,0
738,46,Female,Cash,0
739,20,Female,Cash,0
740,60,Female,Cash,0
741,53,Female,Cash,0
742,38,Female,Cash,0
743,23,Female,Cash,0
744,52,Female,Cash,0
745,68,Female,Cash,0
746,21,Female,Cash,0
747,70,Female,Cash,0
748,68,Female,Cash,0
749,30,Female,Cash,0
750,43,Female,Cash,0
751,28,Female,Cash,0
752,50,Female,Cash,0
753,40,Female,Cash,0
754,63,Female,Cash,0
755,37,Female,Cash,0
756,21,Female,Cash,0
757,68,Female,Cash,0
758,20,Female,Cash,0
759,26,Female,Cash,0
760,66,Female,Cash,0
761,30,Female,Cash,0
762,52,Female,Cash,0
763,64,Female,Cash,0
764,56,Female,Cash,0
765,65,Female,Cash,0
766,46,Female,Cash,0
767,42,Female,Cash,0
768,26,Female,Cash,0
769,37,Female,Cash,0
770,34,Female,Cash,0
771,37,Female,Cash,0
772,63,Female,Cash,0
773,30,Female,Cash,0
774,54,Female,Cash,0
775,39,Female,Cash,0
776,18,Female,Cash,0
777,25,Female,Cash,0
778,27,Female,Cash,0
779,67,Female,Cash,0
780,19,Female,Cash,0
781,57,Female,Cash,0
782,27,Female,Cash,0
783,21,Female,Cash,0
784,26,Female,Cash,0
785,42,Female,Cash,0
786,19,Female,Cash,0
787,33,Female,Cash,0
788,58,Female,Cash,0
789,24,Female,Cash,0
790,65,Female,Cash,0
791,64,Female,Cash,0
792,23,Female,Cash,0
793,34,Female,Cash,0
794,28,Female,Cash,0
795,57,Female,Cash,0
796,36,Female,Cash,0
797,65,Female,Cash,0
798,34,Female,Cash,0
799,35,Female,Cash,0
800,45,Female,Cash,0
801,26,Female,Cash,0
802,50,Female,Cash,0
803,35,Female,Cash,0
804,62,Female,Cash,0
805,41,Female,Cash,0
806,60,Female,Cash,0
807,31,Female,Cash,0
808,43,Female,Cash,0
809,25,Female,Cash,0
810,48,Female,Cash,0
811,21,Female,Cash,0
812,60,Female,Cash,0
813,37,Female,Cash,0
814,67,Female,Cash,0
815,24,Female,Cash,0
816,41,Female,Cash,0
817,35,Female,Cash,0
818,65,Female,Cash,0
819,67,Female,Cash,0
820,44,Female,Cash,0
821,48,Female,Cash,0
822,69,Female,Cash,0
823,64,Female,Cash,0
824,42,Female,Cash,0
825,42,Female,Cash,0
826,41,Female,Cash,0
827,33,Female,Cash,0
828,59,Female,Cash,0
829,60,Female,Cash,0
830,21,Female,Cash,0
831,41,Female,Cash,0
832,21,Female,Cash,0
833,27,Female,Cash,0
834,22,Female,Cash,0
835,55,Female,Cash,0
836,51,Female,Cash,0
837,33,Female,Cash,0
838,33,Female,Cash,0
839,23,Female,Cash,0
840,61,Female,Cash,0
841,43,Female,Cash,0
842,54,Female,Cash,0
843,54,Female,Cash,0
844,39,Female,Cash,0
845,21,Female,Cash,0
846,42,Female,Cash,0
847,29,Female,Cash,0
848,42,Female,Cash,0
849,31,Female,Cash,0
850,67,Female,Cash,0
851,64,Female,Cash,0
852,60,Female,Cash,0
853,32,Female,Cash,0
854,67,Female,Cash,0
855,67,Female,Cash,0
856,67,Female,Cash,0
857,68,Female,Cash,0
858,22,Female,Cash,0
859,40,Female,Cash,0
860,29,Female,Cash,0
861,33,Female,Cash,0
862,51,Female,Cash,0
863,43,Female,Cash,0
864,18,Female,Cash,0
865,31,Female,Cash,0
866,55,Female,Cash,0
867,29,Female,Cash,0
868,56,Female,Cash,0
869,34,Female,Cash,0
870,40,Female,Cash,0
871,19,Female,Cash,0
872,38,Female,Cash,0
873,54,Female,Cash,0
874,51,Female,Cash,0
875,27,Female,Cash,0
876,29,Female,Cash,0
877,68,Female,Cash,0
878,21,Female,Cash,0
879,34,Female,Cash,0
880,24,Female,Cash,0
881,67,Female,Cash,0
882,63,Female,Cash,0
883,59,Female,Cash,0
884,53,Female,Cash,0
885,35,Female,Cash,0
886,19,Female,Cash,0
887,51,Female,Cash,0
888,19,Female,Cash,0
889,47,Female,Cash,0
890,69,Female,Cash,0
891,53,Female,Cash,0
892,32,Female,Cash,0
893,27,Female,Cash,0
894,29,Female,Cash,0
895,66,Female,Cash,0
896,28,Female,Cash,0
897,42,Female,Cash,0
898,19,Female,Cash,0
899,28,Female,Cash,0
900,60,Female,Cash,0
901,24,Female,Cash,0
902,31,Female,Cash,0
903,59,Female,Cash,0
904,55,Female,Cash,0
905,47,Female,Cash,0
906,51,Female,Cash,0
907,42,Female,Cash,0
908,67,Female,Cash,0
909,53,Female,Cash,0
910,45,Female,Cash,0
911,69,Female,Cash,0
912,51,Female,Cash,0
913,22,Female,Cash,0
914,45,Female,Cash,0
915,43,Female,Cash,0
916,56,Female,Cash,0
917,30,Female,Cash,0
918,70,Female,Cash,0
919,53,Female,Cash,0
920,52,Female,Cash,0
921,42,Female,Cash,0
922,53,Female,Cash,0
923,32,Female,Cash,0
924,20,Female,Cash,0
925,35,Female,Cash,0
926,48,Female,Cash,0
927,23,Female,Cash,0
928,20,Female,Cash,0
929,55,Female,Cash,0
930,52,Female,Cash,0
931,63,Female,Cash,0
932,26,Female,Cash,0
933,48,Female,Cash,0
934,41,Female,Cash,0
935,32,Female,Cash,0
936,49,Female,Cash,0
937,58,Female,Cash,0
938,45,Female,Cash,0
939,18,Female,Cash,0
940,47,Female,Cash,0
941,33,Female,Cash,0
942,23,Female,Cash,0
943,58,Female,Cash,0
944,51,Female,Cash,0
945,39,Female,Cash,0
946,56,Female,Cash,0
947,32,Female,Cash,0
948,50,Female,Cash,0
949,37,Female,Cash,0
950,69,Female,Cash,0
951,32,Female,Cash,0
952,57,Female,Cash,0
953,29,Female,Cash,0
954,31,Female,Cash,0
955,55,Female,Cash,0
956,68,Female,Cash,0
957,32,Female,Cash,0
958,46,Female,Cash,0
959,21,Female,Cash,0
960,27,Female,Cash,0
961,44,Female,Cash,0
962,24,Female,Cash,0
963,56,Female,Cash,0
964,53,Female,Cash,0
965,47,Female,Cash,0
966,49,Female,Cash,0
967,37,Female,Cash,0
968,49,Female,Cash,0
969,39,Female,Cash,0
970,57,Female,Cash,0
971,30,Female,Cash,0
972,55,Female,Cash,0
973,54,Female,Cash,0
974,36,Female,Cash,0
975,66,Female,Cash,0
976,62,Female,Cash,0
977,49,Female,Cash,0
978,57,Female,Cash,0
979,68,Female,Cash,0
980,54,Female,Cash,0
981,41,Female,Cash,0
982,30,Female,Cash,0
983,22,Female,Cash,0
984,70,Female,Cash,0
985,69,Female,Cash,0
986,32,Female,Cash,0
987,18,Female,Cash,0
988,60,Female,Cash,0
989,62,Female,Cash,0
990,21,Female,Cash,0
991,68,Female,Cash,0
992,62,Female,Cash,0
993,49,Female,Cash,0
994,51,Female,Cash,0
995,23,Female,Cash,0
996,20,Female,Cash,0
997,44,Female,Cash,0
998,57,Female,Cash,0
999,19,Female,Cash,0
1000,30,Female,Cash,0
1001,24,Female,Cash,0
1002,51,Female,Cash,0
1003,39,Female,Cash,0
1004,33,Female,Cash,0
1005,49,Female,Cash,0
1006,31,Female,Cash,0
1007,38,Female,Cash,0
1008,28,Female,Cash,0
1009,41,Female,Cash,0
1010,66,Female,Cash,0
1011,62,Female,Cash,0
1012,28,Female,Cash,0
1013,68,Female,Cash,0
1014,22,Female,Cash,0
1015,18,Female,Cash,0
1016,20,Female,Cash,0
1017,44,Female,Cash,0
1018,50,Female,Cash,0
1019,67,Female,Cash,0
1020,35,Female,Cash,0
1021,31,Female,Cash,0
1022,67,Female,Cash,0
1023,46,Female,Cash,0
1024,46,Female,Cash,0
1025,64,Female,Cash,0
1026,43,Female,Cash,0
1027,37,Female,Cash,0
1028,19,Female,Cash,0
1029,67,Female,Cash,0
1030,55,Female,Cash,0
1031,49,Female,Cash,0
1032,36,Female,Cash,0
1033,37,Female,Cash,0
1034,56,Female,Cash,0
1035,18,Female,Cash,0
1036,55,Female,Cash,0
1037,22,Female,Cash,0
1038,21,Female,Cash,0
1039,65,Female,Cash,0
1040,28,Female,Cash,0
1041,18,Female,Cash,0
1042,53,Female,Cash,0
1043,65,Female,Cash,0
1044,24,Female,Cash,0
1045,34,Female,Cash,0
1046,35,Female,Cash,0
1047,38,Female,Cash,0
1048,52,Female,Cash,0
1049,41,Female,Cash,0
1050,29,Female,Cash,0
1051,29,Female,Cash,0
1052,59,Female,Cash,0
1053,64,Female,Cash,0
1054,49,Female,Cash,0
1055,34,Female,Cash,0
1056,38,Female,Cash,0
1057,36,Female,Cash,0
1058,27,Female,Cash,0
1059,56,Female,Cash,0
1060,20,Female,Cash,0
1061,36,Female,Cash,0
1062,57,Female,Cash,0
1063,49,Female,Cash,0
1064,22,Female,Cash,0
1065,21,Female,Cash,0
1066,29,Female,Cash,0
1067,35,Female,Cash,0
